u'Snapdeal_Hardware & Sanitary Fittings->Electrical Fixtures',Tools and Hardware
u'Snapdeal_Hardware & Sanitary Fittings->Hardware Services',Tools and Hardware
u'Snapdeal_Hardware & Sanitary Fittings->Industrials',Tools and Hardware
u'Snapdeal_Hardware & Sanitary Fittings->Kitchen Fittings & Sinks',Tools and Hardware
u'Snapdeal_Hardware & Sanitary Fittings->Paints and Paint Tools',Tools and Hardware->Paint and Paint Tools
u'Snapdeal_Hardware & Sanitary Fittings->Sanitaryware',Tools and Hardware->Bathroom Fittings and Accesories
u'Snapdeal_Hardware & Sanitary Fittings->Showers',Tools and Hardware->Bathroom Fittings and Accesories
u'Snapdeal_Hardware & Sanitary Fittings->Taps & Faucets',Tools and Hardware->Bathroom Fittings and Accesories
u'Snapdeal_Hardware & Sanitary Fittings->Tools',Tools and Hardware->Other Tools
u'Snapdeal_Hardware & Sanitary Fittings->Tools & Hardware',Tools and Hardware->Other Tools
u'Snapdeal_Hardware & Sanitary Fittings->Wall and Floorings',Tools and Hardware
u'Snapdeal_Home Decoratives->Candles & Fragrances',Home and Kitchen->Home Decor
u'Snapdeal_Home Decoratives->Clocks',Home and Kitchen->Home Decor
u'Snapdeal_Home Decoratives->Home Decor',Home and Kitchen->Home Decor
u'Snapdeal_Home Decoratives->Lamps & Lighting',Home and Kitchen->Home Decor
u'Snapdeal_Home Decoratives->Paintings',Home and Kitchen->Home Decor
u'Snapdeal_Home Decoratives->Religion & Spirituality',Home and Kitchen->Home Decor
u'Snapdeal_Home Decoratives->Wall Decor',Home and Kitchen->Home Decor
u'Snapdeal_Home Furnishing->Bath Linen',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Bed Linen',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Blankets & Quilts',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Curtains & Accessories',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Cushions & Covers',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Fabrics',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Kids Bedding & More',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Mats & Carpets',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Mattresses',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Pillows & Covers',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Furnishing->Table & Kitchen Linen',Home and Kitchen->Home Furnishing
u'Snapdeal_Home Improvement->Home Cleaning',Home and Kitchen
u'Snapdeal_Home Improvement->Home Utility',Home and Kitchen
u'Snapdeal_Home Improvement->Pet Supplies',Pet Supplies
u'Snapdeal_Home Improvement->Plants & Gardening',Home and Kitchen
u'Snapdeal_Home Services->Pest Control',Home and Kitchen
u'Snapdeal_Jewellery->DESIGNER JEWELLERY',"Watches, Eyewear and Jewellery->Jewellery"
u'Snapdeal_Jewellery->Fashion Jewellery',"Watches, Eyewear and Jewellery->Jewellery"
u'Snapdeal_Jewellery->Gold Coins & Bars',"Watches, Eyewear and Jewellery->Jewellery"
u'Snapdeal_Jewellery->Precious Jewellery',"Watches, Eyewear and Jewellery->Jewellery"
u'Snapdeal_Jewellery->Silver Jewellery',"Watches, Eyewear and Jewellery->Jewellery"
u'Snapdeal_Kids Clothing->Boys Clothing (2-8 Yrs)',Apparel & Accessories->Men's Clothing
u'Snapdeal_Kids Clothing->Boys Clothing (8-14 Yrs)',Apparel & Accessories->Men's Clothing
u'Snapdeal_Kids Clothing->Girls Clothing (2-8 Yrs)',Apparel & Accessories->Women's Clothing
u'Snapdeal_Kids Clothing->Girls Clothing (8-14 Yrs)',Apparel & Accessories->Women's Clothing
u'Snapdeal_Kids Clothing->Infant Wear',Apparel & Accessories
u'Snapdeal_Kitchenware->Bar & Glassware',KitchenWare
u'Snapdeal_Kitchenware->Cookware & Bakeware',KitchenWare
u'Snapdeal_Kitchenware->Dining & Serving',KitchenWare
u'Snapdeal_Kitchenware->Disposables',KitchenWare
u'Snapdeal_Kitchenware->Flasks & Tiffins',KitchenWare
u'Snapdeal_Kitchenware->Hotel & Catering Supplies',KitchenWare
u'Snapdeal_Kitchenware->Kitchen Storage',KitchenWare
u'Snapdeal_Kitchenware->Kitchen Tools',KitchenWare
u'Snapdeal_Kitchenware->Microwave Cooking',KitchenWare
u'Snapdeal_Kitchenware->Tea & Coffee Serveware',KitchenWare
"u""Snapdeal_Men's Clothing->Innerwear & Sleepwear""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Jackets""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Jeans""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Kurtas, Pyjamas & Sherwanis""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Polo T Shirts""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Shirts""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Shorts & 3/4ths""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Sports Wear""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Suitings & Shirtings""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Suits & Blazers""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Sweaters""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Sweatshirts""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->T Shirts""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Trackpants & Tracksuits""",Apparel & Accessories->Men's Clothing
"u""Snapdeal_Men's Clothing->Trousers & Chinos""",Apparel & Accessories->Men's Clothing
u'Snapdeal_Mobiles & Tablets->Batteries',"Mobile Phone, Tablets and Accesories"
u'Snapdeal_Mobiles & Tablets->Bluetooth Devices',"Mobile Phone, Tablets and Accesories->Mobile Accessories"
u'Snapdeal_Mobiles & Tablets->Cables & Chargers',"Mobile Phone, Tablets and Accesories->Mobile Accessories"
u'Snapdeal_Mobiles & Tablets->Earphones',"Mobile Phone, Tablets and Accesories->Mobile Accessories"
u'Snapdeal_Mobiles & Tablets->Memory Cards',"Mobile Phone, Tablets and Accesories->Mobile Accessories"
u'Snapdeal_Mobiles & Tablets->Mobile Accessories',"Mobile Phone, Tablets and Accesories->Mobile Accessories"
u'Snapdeal_Mobiles & Tablets->Mobile Cases & Covers',"Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards"
u'Snapdeal_Mobiles & Tablets->Mobile Phones',"Mobile Phone, Tablets and Accesories->Mobiles"
u'Snapdeal_Mobiles & Tablets->Mobile Screen Guards',"Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards"
u'Snapdeal_Mobiles & Tablets->Mobile Spare Parts',"Mobile Phone, Tablets and Accesories"
u'Snapdeal_Mobiles & Tablets->Power Banks',"Mobile Phone, Tablets and Accesories->Powerbanks"
u'Snapdeal_Mobiles & Tablets->Tablet Accessories',"Mobile Phone, Tablets and Accesories->Tablets"
u'Snapdeal_Mobiles & Tablets->Tablets',"Mobile Phone, Tablets and Accesories->Tablets"
u'Snapdeal_Mobiles & Tablets->Value Added Services',"Mobile Phone, Tablets and Accesories"
u'Snapdeal_Office Equipment->Security Systems',Office Products
u'Snapdeal_TV Shop->TV Shop Fashion',Apparel & Accessories
"u'Snapdeal_TVs, Audio & Video->Audio & Video Accessories'",Electronics and Appliances->Audio and Video Accessories
"u'Snapdeal_TVs, Audio & Video->Computer Speakers'",Computers and Laptops->Speakers
"u'Snapdeal_TVs, Audio & Video->DJ & Karaoke'",Electronics and Appliances->Audio and Video Accessories
"u'Snapdeal_TVs, Audio & Video->Headphones & Earphones'",Electronics and Appliances->Headphones and Earphones
"u'Snapdeal_TVs, Audio & Video->Headsets with Mic'",Electronics and Appliances->Headphones and Earphones
"u'Snapdeal_TVs, Audio & Video->Home Theatre Systems'",Electronics and Appliances->Audio and Video Accessories
"u'Snapdeal_TVs, Audio & Video->Landline Phones'",Electronics and Appliances
"u'Snapdeal_TVs, Audio & Video->MP3 & Media Players'",Electronics and Appliances->Portable Audio Players
"u'Snapdeal_TVs, Audio & Video->Portable Audio Players'",Electronics and Appliances->Portable Audio Players
"u'Snapdeal_TVs, Audio & Video->Projectors'",Electronics and Appliances->Audio and Video Accessories
"u'Snapdeal_TVs, Audio & Video->Speakers'",Computers and Laptops->Speakers
"u'Snapdeal_TVs, Audio & Video->Stereo Components'",Electronics and Appliances->Audio and Video Accessories
"u'Snapdeal_TVs, Audio & Video->Televisions'",Electronics and Appliances->TV
"u'Snapdeal_TVs, Audio & Video->Video Players'",Electronics and Appliances->Audio and Video Accessories
u'Snapdeal_The Designer Studio->5 Elements',Apparel & Accessories
u'Snapdeal_The Designer Studio->Abu Jani by Brijraj',Apparel & Accessories
u'Snapdeal_The Designer Studio->Ashish N Soni',Apparel & Accessories
u'Snapdeal_The Designer Studio->Astha&Sidharth',Apparel & Accessories
u'Snapdeal_The Designer Studio->Bangalore Fashion Week',Apparel & Accessories
u'Snapdeal_The Designer Studio->Dolly J by Brijraj',Apparel & Accessories
u'Snapdeal_The Designer Studio->Glitstreet',Apparel & Accessories
u'Snapdeal_The Designer Studio->Indian by Manish Arora',Apparel & Accessories
u'Snapdeal_The Designer Studio->Malini Ramani',Apparel & Accessories
u'Snapdeal_The Designer Studio->Mandira Bedi',Apparel & Accessories
u'Snapdeal_The Designer Studio->Nida Mehmood',Apparel & Accessories
u'Snapdeal_The Designer Studio->Nomad',Apparel & Accessories
u'Snapdeal_The Designer Studio->Preeti Jhawar',Apparel & Accessories
u'Snapdeal_The Designer Studio->Rajesh Pratap Singh',Apparel & Accessories
u'Snapdeal_The Designer Studio->Rohit bal',Apparel & Accessories
u'Snapdeal_The Designer Studio->SAMOR by Pragya and Megha Samor',Apparel & Accessories
u'Snapdeal_The Designer Studio->Sahiba Couture',Apparel & Accessories
u'Snapdeal_The Designer Studio->Samant Chauhan',Apparel & Accessories
u'Snapdeal_The Designer Studio->Varun Bahl',Apparel & Accessories
u'Snapdeal_Watches->Couple Watches',"Watches, Eyewear and Jewellery->Watches"
u'Snapdeal_Watches->Kids Watches',"Watches, Eyewear and Jewellery->Watches"
"u""Snapdeal_Watches->Men's Watches""","Watches, Eyewear and Jewellery->Watches"
u'Snapdeal_Watches->Smart Watches',"Watches, Eyewear and Jewellery->Watches"
"u""Snapdeal_Watches->Women's Watches""","Watches, Eyewear and Jewellery->Watches"
"u""Snapdeal_Women's Clothing->Bottom Wear""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Clothing->Dresses""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Clothing->Lingerie & Sleepwear""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Clothing->Plus & Maternity""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Clothing->Rain Wear""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Clothing->Top Wear""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Clothing->Trackpants & Track Suits""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Clothing->Winter Wear""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Ethnic Wear->Burqas""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Ethnic Wear->Dupattas & Shawls""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Ethnic Wear->Kurtis""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Ethnic Wear->Lehengas""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Ethnic Wear->Salwar Suits""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Ethnic Wear->Salwars & Churidhars""",Apparel & Accessories->Women's Clothing
"u""Snapdeal_Women's Ethnic Wear->Sarees & More""",Apparel & Accessories->Women's Clothing
