"u'Amazon_Sports, Fitness & Outdoors->Boxing'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Camping & Hiking'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Climbing'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Cricket'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Cycling'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Darts & Dartboards'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Disc Sports'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Equestrian Sports'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Exercise & Fitness'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Fan Shop'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Field Hockey'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Fishing'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Football'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Golf'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Gymnastics'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Inline & Roller Skating'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Martial Arts'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Rugby'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Running'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Skateboarding'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Sports Clothing'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Sports Gadgets'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Squash'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Table Tennis'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Tennis'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Track & Field'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Volleyball'",Sports and Outdoors
"u'Amazon_Sports, Fitness & Outdoors->Water Sports'",Sports and Outdoors
u'Amazon_Toys & Games->Arts & Crafts',Toys and Games
u'Amazon_Toys & Games->Baby & Toddler Toys',Toys and Games
u'Amazon_Toys & Games->Dressing Up & Costumes',Toys and Games
u'Amazon_Toys & Games->Electronic Toys',Toys and Games
u'Amazon_Toys & Games->Musical Toy Instruments',Toys and Games
u'Amazon_Toys & Games->Sport & Outdoor',Toys and Games
u'Amazon_Video Games->PC Games',"Movies, Music and Video Games"
u'Amazon_Watches->Wristwatches',"Watches, Eyewear and Jewellery->Watches"
